16,07,0,187,23
15,01,0,59,22
11,03,0,163,22
19,06,0,57,14
8,03,0,100,16
3,02,0,107,16
3,07,0,37,23
10,06,0,48,15
13,03,0,169,20
11,03,0,214,17
15,03,0,80,14
15,05,0,188,10
16,03,0,178,16
4,02,0,49,18
11,00,0,249,16
11,02,0,177,22
5,08,0,188,21
4,00,0,77,19
6,06,0,169,14
19,06,0,162,17
3,07,0,1,16
12,04,0,127,17
13,08,0,247,13
1,02,0,192,11
10,01,0,104,20
15,00,0,50,19
7,04,0,106,18
7,00,0,85,17
0,02,0,45,14
9,02,0,65,20
13,07,0,75,19
6,05,0,38,17
16,05,0,200,22
10,07,0,93,12
18,06,0,119,21
15,04,0,14,19
5,08,0,251,16
6,05,0,15,16
16,04,0,144,17
12,03,0,194,15
0,02,0,34,17
4,04,0,151,14
12,05,0,70,19
18,05,0,219,13
8,02,0,254,13
9,06,0,156,17
17,02,0,199,18
16,05,0,203,22
7,05,0,45,23
17,02,0,73,23
13,02,0,110,23
1,08,0,14,19
3,08,0,152,23
18,06,0,99,16
13,00,0,82,19
17,01,0,101,13
14,04,0,10,10
0,02,0,131,19
17,00,0,131,14
4,03,0,14,16
11,00,0,56,12
5,03,0,51,23
14,01,0,36,15
13,02,0,147,22
8,03,0,18,13
11,04,0,80,20
12,06,0,23,19
14,06,0,217,15
19,02,0,229,10
2,05,0,49,16
9,06,0,140,23
19,02,0,207,17
19,01,0,31,15
12,05,0,168,33
12,05,0,118,35
12,04,0,74,35
9,08,0,254,38
7,03,0,210,32
14,06,0,183,36
8,08,0,219,38
19,06,0,49,35
8,03,0,22,39
15,04,0,83,31
13,05,0,98,32
3,02,0,43,34
18,08,0,142,32
6,01,0,123,39
17,05,0,188,33
19,04,0,33,29
5,08,0,10,31
6,06,0,150,36
0,05,0,205,39
5,05,0,38,39
5,05,0,65,31
1,03,0,220,36
5,02,0,150,38
3,07,0,192,31
7,03,0,181,39
12,08,0,215,28
9,02,0,156,33
9,01,0,232,29
6,08,0,192,33
7,04,0,96,38
15,02,0,57,39
1,00,0,229,31
11,00,0,206,30
5,03,0,141,29
1,03,0,46,31
18,02,0,181,36
13,07,0,93,34
7,02,0,197,29
6,02,0,149,30
15,00,0,105,35
13,01,0,134,33
10,01,0,109,38
1,03,0,195,30
1,00,0,241,28
6,04,0,195,39
8,03,0,168,39
15,05,0,77,29
1,01,0,150,28
1,06,0,160,30
16,01,0,4,37
17,00,0,9,36
16,07,0,102,29
16,06,0,17,38
9,07,0,142,28
0,05,0,254,36
4,07,0,24,30
4,07,0,102,38
7,07,0,149,38
16,08,0,24,34
11,06,0,22,39
9,03,0,3,33
0,05,0,78,37
2,05,0,211,29
9,02,0,138,28
15,04,0,177,33
15,05,0,152,33
12,03,0,107,37
12,00,0,193,29
12,03,0,122,30
8,06,0,102,38
16,01,0,144,37
11,03,0,31,33
8,08,0,214,37
5,04,0,183,29
19,06,0,112,31
11,04,0,175,39
3,07,0,192,29
5,04,0,250,31
19,02,0,182,33
15,07,0,120,32
16,06,0,180,33
18,01,0,135,33
0,03,0,250,33
18,03,0,190,28
0,08,0,76,35
18,00,0,110,34
12,03,0,56,35
8,06,0,96,36
9,00,0,149,39
10,03,0,155,39
4,04,0,247,29
18,05,0,211,32
5,03,0,180,30
14,06,0,18,36
11,05,0,115,33
3,03,0,50,31
19,08,0,156,28
10,01,0,63,31
15,08,0,40,33
12,03,0,191,33
7,23,0,24,10
1,20,0,4,15
1,20,0,44,29
17,22,0,13,39
1,23,0,12,24
3,22,0,8,12
0,21,0,19,10
19,21,0,54,39
16,22,0,15,32
7,23,0,1,37
18,23,0,41,38
14,20,0,37,11
5,20,0,37,25
11,20,0,18,26
5,22,0,42,38
5,21,0,17,36
15,23,0,57,22
5,20,0,52,17
16,20,0,41,18
19,23,0,67,22
7,20,0,42,21
19,21,0,38,39
2,23,0,58,33
12,23,0,38,24
18,23,0,19,17
12,21,0,42,11
7,23,0,5,20
10,22,0,20,14
2,22,0,1,10
5,23,0,11,28
12,23,0,66,29
7,20,0,55,36
9,21,0,29,13
11,20,0,54,39
5,21,0,39,26
11,23,0,10,38
5,22,0,43,21
13,20,0,11,14
10,22,0,0,21
3,22,0,34,38
15,22,0,39,21
5,22,0,16,23
4,23,0,57,35
15,22,0,25,38
5,22,0,37,17
15,23,0,12,18
8,22,0,8,27
15,21,0,53,37
17,21,0,67,20
19,21,0,67,33
1,20,0,23,24
14,22,0,13,25
15,21,0,2,36
16,21,0,67,30
7,21,0,8,15
14,20,0,40,16
12,20,0,3,20
16,22,0,6,27
18,21,0,64,26
7,21,0,59,22
16,20,0,19,17
15,20,0,11,27
7,22,0,59,27
1,23,0,66,25
18,23,0,65,25
18,21,0,8,39
4,21,0,38,38
3,23,0,44,10
17,23,0,27,17
19,22,0,64,35
11,20,0,6,10
13,20,0,28,33
9,20,0,68,18
14,22,0,18,12
5,22,0,54,23
15,22,0,65,20
9,22,0,22,29
5,20,0,52,14
15,22,0,0,34
2,22,0,23,24
11,22,0,34,25
19,23,0,50,13
6,20,0,28,10
3,21,0,12,37
6,22,0,40,16
2,20,0,10,10
0,22,0,30,32
5,21,0,9,14
8,21,0,32,26
18,20,0,23,30
7,21,0,7,34
11,22,0,49,31
4,22,0,35,16
9,23,0,7,19
1,21,0,8,13
12,20,0,48,15
1,21,0,53,19
14,21,0,8,14
2,21,0,42,16
6,22,0,28,27
6,08,0,4,22
13,06,0,6,28
13,07,0,245,17
17,03,0,48,39
8,01,0,45,26
16,04,0,200,10
10,03,0,208,23
11,00,0,80,36
11,03,0,130,35
8,01,0,123,36
0,07,0,72,12
0,08,0,52,14
19,05,0,136,34
6,07,0,213,12
11,01,0,17,27
1,03,0,195,29
8,04,0,127,38
0,05,0,67,32
13,00,0,20,18
19,02,0,72,29
2,00,0,181,12
17,04,0,116,26
2,03,0,170,13
16,00,0,0,14
18,01,0,40,21
2,03,0,114,20
3,04,0,57,29
3,02,0,108,21
13,08,0,56,13
17,01,0,175,32
10,04,0,89,13
18,04,0,254,27
15,07,0,192,20
16,02,0,59,21
3,08,0,138,33
10,04,0,188,31
6,03,0,253,14
2,07,0,218,22
11,05,0,194,31
17,03,0,78,25
14,03,0,56,27
11,03,0,77,17
14,04,0,217,22
10,00,0,0,14
4,04,0,165,25
0,05,0,67,34
19,05,0,221,39
2,06,0,146,30
4,06,0,73,21
18,05,0,46,24
18,02,0,216,28
1,07,0,7,23
17,04,0,62,31
6,04,0,25,33
9,04,0,164,22
11,05,0,217,21
2,07,0,102,10
3,03,0,202,36
16,07,0,48,25
13,06,0,174,20
2,02,0,185,38
13,04,0,121,10
14,00,0,1,30
14,01,0,251,13
3,07,0,122,26
8,04,0,222,17
18,01,0,246,11
4,03,0,7,26
15,05,0,71,22
7,00,0,105,16
11,04,0,25,14
17,03,0,145,30
14,04,0,195,18
11,02,0,123,34
2,02,0,89,36
2,04,0,191,16
11,04,0,203,32
15,00,0,203,20
6,07,0,26,19
7,03,0,139,19
16,02,0,132,34
7,06,0,67,25
8,06,0,228,34
2,00,0,194,13
14,01,0,182,38
12,03,0,206,29
16,03,0,245,20
3,07,0,91,32
3,08,0,61,28
18,07,0,246,23
14,04,0,65,39
17,00,0,141,17
10,01,0,174,20
1,01,0,159,13
19,07,0,104,25
13,01,0,78,35
14,05,0,13,25
9,03,0,40,32
19,00,0,137,30
14,05,0,70,38
15,03,0,209,10
15,07,0,156,16
3,01,0,153,13
11,01,0,217,33
18,00,0,138,33
11,05,0,76,33
4,01,0,197,25
16,04,0,197,32
9,00,0,98,24
7,00,0,180,19
12,05,0,105,23
9,04,0,56,39
18,03,0,74,30
2,06,0,30,29
11,07,0,37,34
6,00,0,178,15
4,04,0,21,12
12,02,0,238,32
9,01,0,10,27
5,01,0,71,24
8,04,0,148,18
12,04,0,68,19
6,00,0,245,27
6,07,0,183,15
14,07,0,111,32
13,04,0,100,15
5,08,0,148,34
15,00,0,96,14
14,07,0,188,24
2,05,0,226,31
6,02,0,126,14
14,05,0,3,15
7,01,0,138,16
0,08,0,4,15
16,04,0,233,25
8,00,0,213,31
6,01,0,120,14
3,08,0,22,30
19,03,0,102,12
8,00,0,53,21
3,00,0,105,16
18,02,0,29,30
4,08,0,28,29
0,08,0,226,11
19,01,0,194,25
3,03,0,50,29
10,04,0,235,27
3,00,0,70,31
2,04,0,176,21
9,07,0,144,10
12,00,0,204,18
12,06,0,28,10
5,05,0,59,15
9,08,0,93,37
19,04,0,107,34
2,01,0,53,13
14,01,0,1,25
6,06,0,208,11
0,00,0,114,35
7,05,0,250,22
13,01,0,220,36
11,03,0,151,27
8,07,0,105,12
3,07,0,155,11
3,02,0,11,23
18,03,0,116,32
16,02,0,74,15
7,08,0,121,32
15,03,0,74,37
5,02,0,169,13
11,08,0,141,32
5,03,0,161,17
0,06,0,98,39
10,01,0,23,35
4,00,0,132,14
19,04,0,103,16
8,01,0,215,27
18,02,0,50,11
11,01,0,81,18
8,08,0,157,11
17,01,0,135,32
12,02,0,14,14
5,06,0,128,22
5,03,0,156,30
12,04,0,149,35
4,02,0,2,16
2,04,0,223,30
19,07,0,187,24
9,08,0,114,35
4,00,0,102,31
7,08,0,36,30
4,05,0,220,10
6,08,0,186,16
18,08,0,37,19
13,04,0,205,17
7,02,0,122,17
10,03,0,9,22
5,00,0,24,39
15,00,0,155,15
1,07,0,239,30
7,08,0,109,33
0,02,0,26,25
5,06,0,135,37
10,08,0,212,21
3,00,0,74,21
16,05,0,1,24
12,08,0,232,20
6,05,0,46,26
12,01,0,147,36
18,08,0,204,15
9,03,0,106,30
7,05,0,99,29
10,03,0,245,37
16,00,0,120,10
11,06,0,133,13
18,00,0,230,26
11,02,0,65,14
5,04,0,16,12
15,00,0,251,26
1,02,0,233,14
14,05,0,99,38
16,07,0,158,35
10,05,0,138,15
4,02,0,227,20
13,00,0,187,36
17,00,0,2,34
15,02,0,198,12
0,01,0,10,39
2,03,0,79,33
9,05,0,40,10
7,05,0,229,24
2,08,0,188,19
12,01,0,170,21
18,02,0,73,26
11,04,0,4,13
18,03,0,214,19
15,02,0,73,26
5,02,0,138,27
13,05,0,241,23
9,04,0,15,30
13,01,0,115,13
16,07,0,206,29
5,05,0,181,11
10,08,0,252,10
5,08,0,35,21
19,08,0,127,25
3,08,0,38,22
18,08,0,135,29
3,03,0,89,24
2,06,0,141,35
16,07,0,199,33
16,07,0,162,18
0,00,0,49,36
0,00,0,36,33
11,07,0,148,31
17,01,0,27,11
7,00,0,61,20
1,04,0,220,22
17,08,0,169,33
5,05,0,243,21
17,00,0,199,13
0,03,0,49,18
15,04,0,180,33
4,06,0,183,10
8,03,0,38,17
4,04,0,214,28
19,00,0,183,24
8,04,0,110,35
4,02,0,179,38
2,01,0,80,39
6,07,0,48,11
11,03,0,37,33
10,02,0,167,24
18,06,0,117,35
4,04,0,79,36
5,04,0,198,28
14,07,0,205,12
15,06,0,53,31
16,02,0,221,10
9,07,0,24,19
14,07,0,249,30
5,07,0,26,27
17,08,0,172,27
14,00,0,246,38
2,05,0,75,34
12,07,0,6,12
12,02,0,194,30
10,04,0,153,21
4,08,0,158,16
1,00,0,30,25
0,00,0,240,30
10,03,0,38,22
14,08,0,157,17
13,06,0,206,16
4,05,0,230,20
12,06,0,173,32
14,00,0,4,17
17,01,0,192,27
5,08,0,99,23
10,05,0,231,13
6,02,0,11,27
17,08,0,173,24
15,03,0,117,10
4,02,0,112,35
12,03,0,160,24
4,03,0,60,20
4,04,0,24,37
17,01,0,153,35
8,06,0,77,11
12,03,0,30,33
12,06,0,217,30
2,06,0,246,31
7,07,0,207,22
6,00,0,85,19
19,01,0,50,11
13,08,0,211,22
12,08,0,224,26
16,07,0,194,29
1,02,0,127,25
12,07,0,55,23
6,02,0,37,24
13,06,0,79,28
0,06,0,148,37
10,01,0,93,27
13,04,0,184,12
11,05,0,128,20
3,07,0,231,29
13,08,0,68,29
8,02,0,85,13
8,01,0,7,11
6,07,0,139,12
8,03,0,22,36
17,05,0,26,36
8,00,0,217,14
11,06,0,119,13
17,04,0,24,33
2,07,0,120,31
13,08,0,212,36
18,06,0,75,23
4,06,0,112,31
7,01,0,211,20
8,02,0,54,18
5,07,0,159,34
7,02,0,142,14
19,02,0,128,10
19,08,0,251,23
6,04,0,17,26
10,02,0,15,26
14,05,0,41,30
15,08,0,3,29
11,04,0,100,26
7,04,0,161,32
11,06,0,243,30
14,07,0,209,39
5,00,0,167,32
7,00,0,91,29
3,02,0,6,22
14,00,0,218,20
6,04,0,6,12
6,06,0,209,15
17,01,0,23,30
18,07,0,48,35
15,06,0,97,36
19,02,0,43,16
19,03,0,17,17
13,02,0,58,18
6,08,0,146,36
13,06,0,253,30
0,08,0,219,36
19,00,0,48,22
16,08,0,175,39
1,07,0,128,18
8,02,0,177,20
5,08,0,3,14
8,05,0,43,20
19,01,0,141,21
18,03,0,78,20
10,07,0,248,12
5,06,0,203,30
16,07,0,97,32
19,02,0,243,31
5,08,0,24,25
18,08,0,221,12
19,04,0,33,22
8,05,0,1,21
8,03,0,176,15
14,00,0,56,37
6,02,0,164,17
7,05,0,196,27
0,04,0,233,39
5,07,0,85,19
8,07,0,234,13
4,03,0,137,20
6,02,0,113,36
16,07,0,220,14
19,00,0,215,36
14,07,0,193,30
6,00,0,126,28
16,06,0,51,17
14,02,0,37,26
8,01,0,114,32
17,02,0,198,19
3,06,0,191,33
17,03,0,187,39
5,02,0,191,15
13,04,0,184,21
11,08,0,115,27
2,01,0,187,16
19,07,0,59,33
0,02,0,233,20
12,01,0,235,39
17,04,0,160,34
8,03,0,96,28
9,05,0,239,38
13,01,0,114,37
4,05,0,3,19
8,05,0,247,22
3,00,0,71,30
13,07,0,252,11
17,07,0,161,11
5,04,0,52,20
10,03,0,95,15
4,04,0,3,37
5,05,0,104,34
2,01,0,192,18
3,05,0,104,28
1,05,0,240,26
2,00,0,224,22
3,08,0,23,25
9,02,0,110,18
17,01,0,169,22
14,03,0,4,23
18,02,0,102,19
7,01,0,143,23
9,01,0,35,30
12,07,0,6,21
7,07,0,134,20
14,01,0,214,34
11,00,0,3,30
0,05,0,152,36
17,06,0,143,25
8,05,0,60,16
11,07,0,73,20
13,08,0,251,13
17,03,0,20,23
11,08,0,75,14
5,08,0,74,30
2,00,0,216,14
15,03,0,117,29
10,08,0,35,25
7,01,0,5,31
0,01,0,173,10
3,07,0,78,22
12,04,0,97,31
6,03,0,87,25
3,03,0,223,23
5,08,0,0,25
15,00,0,239,20
6,07,0,218,26
10,02,0,184,16
10,08,0,29,24
8,01,0,189,31
1,07,0,49,32
17,03,0,211,30
7,04,0,154,30
5,00,0,67,29
6,05,0,163,12
18,01,0,136,30
12,04,0,6,20
1,01,0,158,26
0,07,0,236,19
7,03,0,122,38
6,07,0,19,33
15,00,0,212,11
7,05,0,224,25
16,05,0,176,19
11,07,0,117,38
3,03,0,38,18
7,06,0,72,12
18,03,0,62,23
5,04,0,99,38
7,02,0,205,14
14,05,0,80,30
19,00,0,50,10
16,02,0,22,14
8,01,0,92,36
14,05,0,37,23
12,04,0,118,39
7,01,0,177,32
2,06,0,180,28
5,04,0,72,31
2,01,0,232,32
15,02,0,231,38
4,02,0,151,28
6,05,0,129,17
13,03,0,34,38
4,07,0,147,19
1,04,0,161,30
8,01,0,116,30
9,08,0,47,33
10,00,0,108,11
1,08,0,245,22
19,03,0,86,30
0,02,0,43,32
12,05,0,18,26
2,04,0,242,14
15,03,0,135,23
1,02,0,211,30
4,02,0,172,15
6,04,0,30,25
11,01,0,222,33
4,03,0,180,18
18,06,0,121,31
16,00,0,103,21
9,04,0,64,33
5,03,0,84,35
8,03,0,196,32
6,01,0,2,32
14,08,0,55,20
16,06,0,188,32
1,03,0,169,11
4,03,0,33,13
17,01,0,70,18
19,08,0,233,28
4,02,0,23,14
3,05,0,188,20
15,07,0,99,33
16,08,0,18,24
14,03,0,70,13
9,07,0,227,22
11,02,0,223,34
11,00,0,128,32
12,04,0,118,11
19,08,0,209,16
11,08,0,193,20
16,07,0,231,20
19,02,0,100,39
16,04,0,245,37
3,06,0,116,29
11,02,0,218,20
15,04,0,104,36
9,03,0,251,13
13,08,0,72,36
17,04,0,179,22
16,05,0,252,37
9,03,0,85,30
9,05,0,178,15
11,02,0,177,34
0,07,0,72,24
1,05,0,208,36
17,01,0,188,35
6,01,0,185,29
15,01,0,132,32
18,07,0,28,15
19,04,0,39,20
8,03,0,242,10
19,00,0,220,33
17,04,0,240,27
15,06,0,187,39
15,07,0,240,17
4,02,0,208,27
2,05,0,42,24
16,04,0,148,34
12,02,0,124,25
9,04,0,135,25
11,02,0,228,18
8,08,0,96,16
17,06,0,157,15
9,08,0,68,28
19,02,0,67,33
15,01,0,162,28
15,04,0,143,20
6,07,0,201,13
4,04,0,137,37
1,02,0,177,14
19,02,0,235,30
11,00,0,13,25
5,08,0,53,28
7,01,0,60,19
0,02,0,235,38
15,06,0,128,39
0,03,0,193,24
9,07,0,38,35
9,01,0,114,22
3,03,0,199,13
4,05,0,201,26
10,06,0,201,34
0,04,0,133,23
10,00,0,88,21
2,07,0,33,26
9,06,0,162,37
1,07,0,235,28
17,04,0,82,26
1,08,0,169,14
18,04,0,136,25
9,01,0,92,11
14,06,0,36,30
19,00,0,86,10
8,00,0,51,25
12,08,0,72,29
1,07,0,203,39
13,05,0,251,30
4,07,0,108,35
5,04,0,49,26
6,08,0,249,32
12,06,0,165,20
11,03,0,27,21
6,04,0,51,11
6,08,0,10,25
17,05,0,180,26
19,04,0,223,10
9,07,0,166,39
8,06,0,64,38
7,04,0,228,35
18,04,0,53,29
4,01,0,96,17
4,03,0,240,35
11,01,0,245,13
4,08,0,114,12
5,04,0,4,16
3,02,0,177,31
3,02,0,154,22
0,05,0,169,38
6,08,0,128,22
4,01,0,145,13
9,07,0,128,10
1,02,0,197,27
6,03,0,200,31
12,08,0,248,27
4,03,0,171,19
16,04,0,47,21
18,06,0,191,30
11,03,0,127,37
11,06,0,104,26
16,08,0,63,39
1,07,0,209,22
17,07,0,34,12
14,05,0,51,35
12,08,0,235,38
13,06,0,6,14
17,06,0,22,19
4,06,0,118,14
6,02,0,54,20
10,05,0,47,24
15,00,0,61,19
6,02,0,17,24
8,03,0,228,21
3,00,0,14,21
6,05,0,73,18
18,04,0,27,18
13,06,0,98,16
12,06,0,34,35
11,08,0,2,10
8,01,0,60,30
14,01,0,238,25
14,02,0,232,17
19,08,0,162,17
18,03,0,157,37
13,08,0,192,26
10,00,0,73,17
13,05,0,7,31
17,00,0,138,13
5,03,0,97,32
14,05,0,209,14
16,01,0,114,32
4,05,0,229,36
2,00,0,89,25
8,05,0,101,31
16,06,0,185,35
0,02,0,234,14
9,06,0,58,27
16,05,0,69,24
9,03,0,234,20
4,01,0,115,27
1,04,0,187,37
1,04,0,240,13
7,01,0,42,38
5,08,0,155,30
14,07,0,194,19
18,07,0,110,22
6,03,0,62,25
19,04,0,243,11
10,07,0,29,36
19,02,0,251,38
2,00,0,189,35
8,02,0,126,25
2,00,0,85,26
11,05,0,244,21
8,07,0,239,16
18,00,0,199,24
6,03,0,219,11
1,05,0,79,17
11,01,0,174,26
5,00,0,179,39
9,04,0,156,23
1,06,0,179,14
15,08,0,126,32
5,02,0,180,25
15,02,0,63,32
16,05,0,51,35
15,04,0,247,13
6,02,0,227,37
0,03,0,29,29
14,06,0,33,16
12,02,0,145,26
8,08,0,236,24
3,03,0,140,37
5,00,0,64,34
17,02,0,80,18
11,00,0,224,22
17,00,0,43,34
15,05,0,247,25
3,07,0,98,30
6,08,0,216,24
6,05,0,94,37
12,08,0,240,30
1,02,0,1,20
13,04,0,227,15
3,03,0,250,29
2,08,0,77,16
17,05,0,47,12
12,05,0,203,33
17,08,0,85,14
3,07,0,108,35
4,02,0,94,20
7,03,0,154,33
14,03,0,164,11
9,04,0,130,38
9,04,0,32,30
11,07,0,143,31
11,07,0,221,23
10,06,0,50,14
17,04,0,40,19
14,01,0,128,29
19,05,0,28,25
15,05,0,161,29
10,04,0,57,36
6,04,0,149,29
0,07,0,195,37
4,01,0,32,37
6,01,0,127,33
15,07,0,70,19
16,00,0,127,31
18,04,0,73,23
16,07,0,59,28
7,02,0,23,20
10,02,0,158,24
6,08,0,240,19
6,02,0,145,36
9,06,0,108,26
11,06,0,123,27
7,04,0,169,28
19,07,0,194,39
11,00,0,244,31
2,00,0,7,24
15,02,0,61,23
12,08,0,49,19
3,01,0,187,14
15,05,0,10,28
10,03,0,208,18
1,07,0,11,23
13,01,0,244,30
6,04,0,84,21
13,07,0,235,38
15,06,0,135,32
12,07,0,238,18
7,03,0,146,32
8,07,0,181,16
1,00,0,77,11
2,08,0,1,13
3,04,0,11,27
0,06,0,248,12
19,06,0,220,14
11,05,0,143,32
0,06,0,68,32
12,03,0,106,12
5,02,0,68,17
13,06,0,204,27
3,05,0,234,34
13,07,0,100,35
16,00,0,51,11
3,00,0,176,29
19,04,0,105,25
7,04,0,98,33
19,07,0,212,18
6,06,0,28,13
2,03,0,173,30
5,08,0,185,27
17,05,0,141,13
2,05,0,121,32
14,00,0,43,10
2,01,0,133,16
6,06,0,175,23
19,03,0,69,31
12,04,0,12,17
0,02,0,19,28
14,07,0,197,38
1,06,0,107,31
18,02,0,74,33
19,01,0,123,34
10,00,0,39,20
19,08,0,186,12
19,05,0,40,30
7,00,0,13,38
7,00,0,77,30
1,03,0,80,19
14,06,0,89,20
7,03,0,194,20
14,06,0,54,32
17,06,0,72,30
19,01,0,229,37
14,08,0,190,26
19,05,0,182,37
18,02,0,61,37
18,05,0,159,20
16,08,0,146,26
14,00,0,84,36
17,01,0,195,13
15,00,0,205,34
0,06,0,218,24
15,00,0,42,15
16,03,0,208,21
9,05,0,30,13
19,06,0,18,28
16,05,0,230,29
4,08,0,5,16
3,04,0,97,31
6,02,0,42,28
15,08,0,151,13
6,07,0,180,35
4,05,0,63,16
6,06,0,7,35
8,08,0,231,30
10,01,0,25,23
2,02,0,122,26
4,02,0,48,28
5,07,0,100,21
11,03,0,229,14
0,08,0,13,29
15,04,0,89,27
17,01,0,239,31
12,08,0,104,38
9,02,0,30,10
15,04,0,121,37
14,05,0,116,22
17,03,0,236,21
3,08,0,121,27
4,08,0,76,14
19,04,0,56,10
2,06,0,69,34
8,02,0,50,22
6,03,0,63,20
2,02,0,226,18
9,06,0,77,26
5,05,0,153,30
9,02,0,16,21
7,01,0,75,21
11,00,0,42,12
2,03,0,127,26
3,03,0,175,10
8,02,0,235,13
2,06,0,177,13
17,03,0,205,12
3,07,0,178,33
15,02,0,149,14
15,08,0,208,29
11,05,0,181,37
17,04,0,43,29
12,05,0,32,31
12,03,0,93,13
10,03,0,82,38
9,02,0,70,33
15,01,0,119,38
18,01,0,30,28
11,08,0,195,35
1,03,0,91,35
12,03,0,4,11
0,03,0,29,22
0,03,0,240,39
2,00,0,214,29
3,07,0,237,13
14,00,0,120,29
4,06,0,225,38
17,05,0,141,17
3,06,0,189,38
16,06,0,153,15
5,04,0,84,33
13,07,0,139,29
16,05,0,223,21
14,01,0,197,26
0,04,0,157,13
4,06,0,243,13
15,06,0,121,18
15,01,0,103,31
12,04,0,242,32
11,00,0,155,10
12,02,0,149,18
3,05,0,77,25
10,05,0,122,29
16,04,0,147,21
12,02,0,248,39
15,02,0,233,13
4,04,0,59,11
1,07,0,34,17
16,07,0,250,16
11,03,0,187,13
12,05,0,185,24
5,01,0,209,10
0,00,0,171,35
19,06,0,233,21
3,00,0,201,18
12,07,0,250,25
13,04,0,172,33
16,04,0,5,12
19,00,0,175,32
5,07,0,237,33
9,00,0,115,24
18,01,0,218,36
7,07,0,140,24
12,05,0,151,35
13,04,0,47,25
19,02,0,249,13
8,07,0,207,25
5,02,0,77,33
0,00,0,131,26
5,07,0,71,10
14,08,0,188,13
17,04,0,190,19
13,01,0,80,33
12,05,0,248,32
5,00,0,192,22
15,04,0,17,34
2,02,0,60,16
17,04,0,187,29
4,07,0,132,38
3,07,0,189,13
18,07,0,125,32
6,07,0,254,30
10,01,0,198,25
13,03,0,29,13
7,01,0,31,38
9,08,0,248,21
7,06,0,108,32
7,02,0,238,23
12,06,0,142,30
17,07,0,158,36
12,01,0,73,19
13,08,0,233,10
0,02,0,119,38
12,04,0,134,10
1,07,0,98,21
5,04,0,171,21
6,07,0,48,17
15,04,0,171,29
0,00,0,181,20
10,07,0,111,32
14,01,0,51,25
6,05,0,87,13
9,06,0,242,17
9,01,0,12,39
7,03,0,98,13
3,08,0,74,39
6,02,0,30,36
19,07,0,223,28
17,03,0,170,32
19,07,0,185,11
14,06,0,230,10
11,03,0,31,32
15,07,0,186,17
15,05,0,116,35
4,08,0,228,13
3,04,0,121,11
10,05,0,199,21
18,02,0,99,14
10,02,0,62,32
8,07,0,241,25
4,08,0,159,36
3,08,0,73,35
13,07,0,60,28
17,07,0,210,27
7,01,0,86,30
12,07,0,10,25
1,08,0,26,19
17,07,0,186,34
18,06,0,173,24
3,05,0,20,24
1,05,0,109,33
11,07,0,58,16
6,06,0,239,21
16,04,0,165,32
13,03,0,100,14
15,03,0,115,32
18,05,0,146,27
8,03,0,210,34
4,08,0,151,31
18,05,0,234,26
5,03,0,46,15
6,07,0,151,25
8,02,0,23,22
1,08,0,115,27
